area,base_kv,bus_i,name,state,va,vm,x,y,number,angle,magnitude
13,275.0,809,bus_4125,4,1.0234101201995776,1.0535568265683382,-2074.0,-2389.0,809,0.1390271042858656,1.5334302301769356
6,66.0,838,bus_2284,2,-0.5500985318523622,1.03831939788805,935.0,-3619.0,838,0.0566309960814206,1.145682592576699
1,66.0,977,bus_1638,1,-0.3103743271035505,1.091312329872269,1531.0,1700.0,977,-0.0929290083783112,1.1709448291903912
5,33.0,16,bus_2349,2,-0.2510928059705473,0.9951710382183326,-382.0,-3237.0,16,0.0263363148836341,1.3201844046331053
12,66.0,1094,bus_4097,4,1.068699821427899,0.9969356959542462,-3742.0,-1731.0,1094,0.2731440331809329,1.470189832181759
9,33.0,1095,bus_3020,3,-0.3761426540316873,1.0737526629638376,-276.0,4267.0,1095,-0.117244488408066,1.1068343715548976
2,33.0,1496,bus_1551,1,-0.1711833215642691,1.068493292128574,753.0,586.0,1496,-0.0455256151339887,1.0684892224977156
5,11.0,40,bus_2350,2,-0.0473276840743261,1.0865270324523175,216.0,-2608.0,40,0.0002754162503169,1.259116465084421
13,275.0,1171,bus_4094,4,1.011743599239885,1.0535789757876577,-2143.0,-2100.0,1171,0.1383380127319893,1.5315051043301378
5,220.0,1280,bus_2077,2,-0.2538261926077382,1.0090128600449058,-409.0,-3284.0,1280,0.0196172168006026,1.32878244704864
9,11.8,1557,bus_3042,3,-0.0242399296666434,1.0578380644117993,576.0,5045.0,1557,0.2369576807214773,1.0935455235037874
6,24.0,1693,bus_2043,2,-0.1922582677779037,1.063414869648058,1782.0,-4281.0,1693,0.1487481095658512,1.263907556395308
3,132.0,1066,bus_1300,1,-0.1542912311821003,1.010781731222912,1103.0,-805.0,1066,-0.2461731658953382,0.9632567011294352
2,132.0,1802,bus_1241,1,-0.2364759333699067,1.0604494131458382,450.0,985.0,1802,-0.0721246916555359,1.0908614857389178
2,132.0,1954,bus_1130,1,-0.3598228336002057,1.051612000714551,734.0,-379.0,1954,-0.3846365034195252,0.994209326211131
6,66.0,128,bus_2236,2,-0.4137977576279976,1.0270394971207684,324.0,-3947.0,128,0.1106879429458444,1.3802786912772398
5,275.0,810,bus_2196,2,-0.149078704659993,1.0216229320947314,-491.0,-2732.0,810,0.1204100914975554,1.5208830559920514
2,330.0,1125,bus_1138,1,-0.2691346021583173,1.0518022219104106,597.0,315.0,1125,-0.199926804518424,1.0518097671748812
15,22.0,1194,bus_5186,5,-0.124161504297685,1.074094782068325,2531.0,-5633.0,1194,0.7923362328565823,1.0891900071766152
1,66.0,1746,bus_1512,1,-0.0577985459779099,1.0645305397678295,2085.0,2129.0,1746,0.0678362558751094,1.0559023112780712
6,33.0,571,bus_2007,2,-0.1497818459783579,1.0808783358508067,169.0,-4378.0,571,0.2989380870037826,1.0808794596626732
11,11.0,1828,bus_3179,3,-0.4526180640095952,1.018439384655217,-836.0,2364.0,1828,-0.328719316650529,1.056946003125702
5,11.0,138,bus_2333,2,-0.1679221959798656,1.0185332688567523,800.0,-2378.0,138,-0.1591885663494129,0.9093783464297126
2,132.0,1538,bus_1230,1,-0.3116922204062008,1.0499478933231794,247.0,195.0,1538,-0.248806833315249,1.047080056442656
4,66.0,1020,bus_1583,1,-0.2032930971451802,1.0455605506920924,822.0,-2180.0,1020,0.0700336625866477,1.169804489263001
15,110.0,1813,bus_5103,5,-0.1163119553298693,1.0278241149202665,1596.0,-6353.0,1813,0.4683655098796427,1.0235757845849631
12,132.0,670,bus_4160,4,1.0710217853035924,1.004748376242553,-3689.0,-1737.0,670,0.2799969958015293,1.471770687296964
15,110.0,1475,starbus_xf_5088_5175_5241_4,5,-0.1053923092290125,1.0178373256494164,1949.0,-6349.0,1475,0.4875682440713749,1.0130663634019283
4,11.0,915,bus_1033,1,-0.0311331946600011,0.9778907212387592,960.0,-1530.0,915,0.107182985662648,0.993377022777026
9,15.75,1298,bus_3525,3,0.2009290318551735,1.026434947469972,848.0,3653.0,1298,-0.0472940385558937,1.0659611709591068
4,11.0,1114,bus_1505,1,-0.1410594149973799,1.086434804344482,574.0,-1161.0,1114,-0.0259109735238894,1.0631921491951692
6,66.0,371,bus_2294,2,-0.4769801249079057,1.0502837438226202,426.0,-4322.0,371,0.1337368381330506,1.3236635950537858
2,330.0,2030,connection N1,1,0.0,1.0,,,2030,-0.0173667919647313,1.0688205697118676
2,132.0,41,bus_1260,1,-0.3608115806498309,1.0500737235519289,359.0,712.0,41,-0.2243948045748317,1.0778329682767571
14,66.0,1695,bus_4245,4,1.0202183594298877,0.9996497402151268,-1913.0,-3805.0,1695,0.1151618030761115,1.5200473591640902
13,11.0,65,bus_4451,4,0.9084547378368856,0.9938397403878304,-2149.0,-2453.0,65,-0.1091094948397092,1.288131167469811
14,15.75,475,bus_4054,4,1.0374349906409177,1.0611151102442558,-1964.0,-2673.0,475,0.1418611483500535,1.443587845618013
13,10.5,1236,bus_4046,4,1.0578588284124684,0.9989252108001028,-2458.0,-1623.0,1236,0.1310217380802464,1.4941063332426558
2,66.0,593,bus_1550,1,-0.1466911744467385,1.0659701129033894,322.0,-48.0,593,0.5353697321300865,1.1726294210312138
5,33.0,447,bus_2343,2,0.0950307034272265,1.0217695948651504,-249.0,-3683.0,447,0.1350334729529742,1.4298918858026493
13,33.0,362,bus_4399,4,0.9843789594521698,1.0205111697958542,-2620.0,-2183.0,362,0.0623915500954956,1.408355328254307
2,132.0,705,bus_1468,1,-0.330528503683791,1.0351637926171948,118.0,641.0,705,-0.1889044852848825,1.0434487826534515
9,132.0,619,bus_3218,3,-0.0255615230945122,1.0808724987364893,625.0,5009.0,619,0.2356360873248039,1.1173574885378663
10,132.0,505,bus_3536,3,-0.1005970982919206,1.0726470782443558,1525.0,4232.0,505,-0.8511885468866912,0.751264527899962
6,66.0,1284,bus_2235,2,-0.2893603923467968,0.9969173267714592,821.0,-2923.0,1284,0.1244139657122377,1.301941194207961
9,132.0,326,bus_3010,3,-0.2485941488794911,1.0543770831916222,-845.0,4055.0,326,-0.0222955321780981,1.064262114381881
4,132.0,543,bus_1395,1,-0.1844006293298655,1.0437897320488905,951.0,-2174.0,543,0.0901856849631315,1.1445780036542086
9,132.0,591,bus_3280,3,-0.0695132492079717,1.0620938818126142,1131.0,4333.0,591,-0.2995568769129183,1.0620941563195558
1,132.0,1062,bus_1423,1,-0.0874088683616636,1.0625991312091854,1832.0,1817.0,1062,0.0738895883863235,1.0604024834877617
5,220.0,2042,bus_ec_t2,1,0.0,1.0,,,2042,0.0796386130504916,1.1069218872857642
5,17.0,1792,bus_2018,2,0.0297147457515377,0.9924945752841418,786.0,-1878.0,1792,0.250909220561456,1.003835998130687
9,10.5,467,bus_3138,3,-0.1210912892868486,1.0259055633432086,1028.0,4209.0,467,-0.3296524991544546,0.9893555711111404
8,132.0,714,bus_3108,3,-0.2821613527940783,1.0361375210541963,-193.0,5928.0,714,-0.0929353718118498,1.0361375473629233
15,11.0,1244,bus_5036,5,-0.1869018750657834,1.005965457874033,1559.0,-5693.0,1244,0.6036639118361286,1.0059655359190518
8,132.0,1308,bus_3148,3,-0.3844231932387012,0.992897128878803,-823.0,6690.0,1308,-0.2029151652429927,0.9940081052004972
4,132.0,1527,bus_1306,1,-0.0704035432187447,1.0537293676854085,2113.0,-1416.0,1527,0.0717170856988582,1.059152741926972
7,10.5,289,bus_2038,2,-0.1682765177499315,1.0263931245550966,1263.0,-4302.0,289,0.2890558588850946,1.0263920169891196
13,66.0,250,bus_4338,4,0.9764090413402704,1.0641055110695985,-1897.0,-2008.0,250,0.1149756653632542,1.4100462160428264
13,11.5,926,bus_4037,4,0.9836521077222288,0.972689893104008,-2715.0,-2741.0,926,0.0664416576981345,1.318335377886
15,110.0,1928,bus_5126,5,-0.1222446710803308,1.0519049756800418,1218.0,-5827.0,1928,0.9920527619014314,0.9115963606444888
12,132.0,1991,bus_4162,4,1.0444142010189568,0.9486355828991628,-3933.0,-1814.0,1991,0.1899882441768932,1.377789639553932
15,110.0,1464,bus_5132,5,-0.125421615809662,1.0283625047500078,1877.0,-6174.0,1464,0.4808002395910344,1.0351155717999203
7,220.0,359,bus_2188,2,-0.4724545072588414,1.059184840860841,1076.0,-4331.0,359,0.1011205565650829,1.211983261652965
6,66.0,1159,bus_2234,2,-0.2610950962994675,1.0311392640156765,766.0,-2913.0,1159,0.1372316666882155,1.3341212652366037
3,132.0,59,bus_1330,1,-0.3473139359651565,1.0513631746354433,1322.0,-444.0,59,-0.4073369924295345,0.972019618207947
13,11.5,184,bus_4027,4,0.98253743562289,1.0583900781105433,-2243.0,-2743.0,184,0.1138430815377318,1.334713328103933
5,0.65,1048,bus_2075,2,0.1214171848743539,1.0536715246467276,-33.0,-3732.0,1048,1.0346840309394292,1.4114390593141104
15,33.0,415,bus_5096,5,-0.1234518499497733,1.1000000105160872,1456.0,-6456.0,415,0.4610538334959698,1.0953785025215428
14,132.0,1134,bus_4217,4,0.2978692109296265,0.9944903180058045,-1094.0,-2136.0,1134,0.1346344470780554,1.3566951027441436
11,110.0,1558,starbus_xf_3226_3227_3228_2,3,-0.3211897815007635,1.0213599152433317,-602.0,3466.0,1558,-0.2236250226431416,1.0027187867243768
1,132.0,1077,bus_1358,1,-0.0549766109358468,1.0266477481809668,2877.0,2867.0,1077,0.1903514471967247,1.0266477459363137
2,330.0,1855,bus_1140,1,-0.2588097686831578,1.04751461269572,828.0,-241.0,1855,-0.2584429239776872,1.0060478135826088
11,11.0,293,bus_3367,3,-0.5659016988267653,0.9932179711428968,-814.0,2549.0,293,-0.745516477887225,0.7000050797297263
12,33.0,1394,bus_4369,4,1.1831792599613575,1.012816720795193,-2988.0,-1353.0,1394,0.1860360295821209,1.2302084049733355
13,275.0,421,starbus_xf_4104_4039_4040_1,4,1.0578588284278865,0.9989252074066408,-2392.0,-1656.0,421,0.1310217379713691,1.4941063259323395
11,110.0,1243,bus_3411,3,-0.3298407167220202,1.0514236852243597,173.0,2944.0,1243,-0.2315907637418551,0.973012946647398
1,66.0,1634,bus_1580,1,-0.0920894450668586,1.0487312761406185,2801.0,2749.0,1634,0.1061619367673589,1.058186378862879
11,110.0,1963,bus_3134,3,-0.3432878092165599,1.041722625923559,-506.0,2471.0,1963,-0.1846999182064409,1.033080696204929
14,11.0,1309,bus_4475,4,0.94224191085132,1.0251641310683934,-1738.0,-2895.0,1309,0.1192133803950462,1.4447780843057432
7,22.0,514,bus_2311,2,-0.4084968924523703,1.0479536216957834,1421.0,-4724.0,514,0.0824940934006157,1.2041786572260338
2,132.0,1970,bus_1345,1,-0.1570830810292643,1.072890627041469,708.0,82.0,1970,-0.0570799207400458,1.0718238565264149
11,33.0,350,bus_3206,3,-0.3489607997286871,1.0241602949192083,-533.0,3534.0,350,-0.2743049238865639,1.0101401304791275
11,11.0,676,bus_3410,3,-0.4231883194138534,1.0127758660117587,-767.0,3530.0,676,-0.4175887014091156,0.9212447226278168
10,132.0,683,bus_3282,3,-0.1077535586935086,1.070866352940668,1572.0,4315.0,683,-0.9221423783286564,0.7370979007727031
11,110.0,1316,bus_3203,3,-0.2970508546099401,1.051363422175372,-495.0,3510.0,1316,-0.184224543630298,1.0495139607191803
14,66.0,252,bus_4302,4,0.9687354535784864,1.044306892838,-1637.0,-3056.0,252,0.1227340413916024,1.4721757097500827
13,11.0,881,bus_4478,4,0.938831876918136,1.056143043173399,-1922.0,-2096.0,881,0.0091035104122832,1.3390960609825755
2,11.0,660,bus_1636,1,-0.3457267119756071,1.0127708151981691,1.0,805.0,660,-0.1412927240454588,1.059941906311899
15,110.0,1604,bus_5069,5,-0.1220087500342801,1.0512389507489872,1295.0,-5796.0,1604,0.9922891835897936,0.9110182693240249
2,132.0,1555,bus_1265,1,-0.3709128111872661,1.047428127222827,785.0,983.0,1555,-0.2263573787212562,1.0775880189625102
5,22.0,462,bus_1007,1,-0.0354482485921163,1.0825244685658986,260.0,-3033.0,462,0.1229666926671965,1.122285496659331
2,0.55,777,bus_1001,1,-0.2349985552722999,1.0867653349993385,-268.0,-685.0,777,-0.0667694517188187,1.1432752633549306
3,132.0,1431,bus_1346,1,-0.2782743044369765,1.0346409919817283,1167.0,325.0,1431,-0.3229013473178926,0.9879238557520716
9,132.0,1295,bus_3274,3,-0.1401902471502228,1.0548124760062194,432.0,5301.0,1295,0.115807056256967,1.0921837136244814
11,110.0,935,bus_3123,3,-0.3315990081514967,1.0493976185367506,-772.0,2398.0,935,-0.1500401005508253,1.076045371135563
11,11.0,1514,bus_3389,3,-0.4277943372315098,1.0085942632763654,-951.0,2464.0,1514,-0.3202794270547989,0.9881812635794408
11,11.0,1303,bus_3373,3,-0.4668007042559298,1.023368589680807,-1106.0,3457.0,1303,-0.4907249360075266,0.9723086117827716
14,66.0,127,bus_4326,4,1.04250725421976,1.0121578222105163,-2067.0,-3191.0,127,0.1230058410592298,1.518100701215715
12,33.0,1718,bus_4361,4,0.994247596303992,1.049346684713334,-3182.0,-1502.0,1718,0.1083746909253907,1.7380823659511573
8,66.0,1007,bus_3112,3,-0.3058646919396572,1.02305893445136,-455.0,5932.0,1007,-0.0905943615966543,1.023426015517286
6,21.0,1827,bus_2045,2,-0.3397303592152784,1.0511322100634497,1771.0,-4290.0,1827,0.1473819774761362,1.2629257592110448
9,6.6,944,bus_3427,3,-0.0175910127898924,1.0371987813993233,445.0,3789.0,944,0.0116400031456711,1.1512609558475504
1,33.0,884,bus_1524,1,-0.4505949089602606,1.0897749251269715,-46.0,1448.0,884,-0.2413477590189814,1.1267825549959796
5,0.6899999999999998,633,bus_2057,2,0.1687078736869519,1.0385946672558335,-256.0,-3780.0,633,0.1350334750756254,1.4298918744934537
13,11.0,823,bus_4420,4,0.9419476491942516,1.0007485259423792,-2382.0,-2515.0,823,-0.0440770874801535,1.3659711895258944
14,275.0,177,bus_4101,4,0.0553126411917368,0.9886532544441814,-707.0,-2550.0,177,0.1225066876357123,1.4794040625090408
8,66.0,254,bus_3005,3,-0.4436951692917139,1.055649237017385,-975.0,6850.0,254,-0.2597609332370718,1.0578577634419
9,66.0,887,bus_3035,3,-0.2397137812117572,1.0604970162095158,-809.0,4480.0,887,-0.0022961005768102,1.0746936409644403
11,11.0,1237,bus_3336,3,-0.552755127540161,1.007167432895685,544.0,3051.0,1237,-0.907577833852284,0.6474760667788532
4,12.5,1266,bus_1073,1,0.0668301797861581,0.986141993020981,1426.0,-1494.0,1266,0.2497510505633822,0.9953269555941764
14,7.6,1251,bus_4432,4,1.0219293350097285,0.9739456924418504,-2306.0,-3822.0,1251,0.1162141001708936,1.477767389447885
15,110.0,1888,bus_5057,5,-0.1803867278509192,1.0557370836595463,2217.0,-5541.0,1888,0.7513399416250979,1.0666241396624536
4,330.0,790,starbus_xf_2191_2031_2022_5,2,0.0297147456713098,0.9924945772719456,779.0,-1980.0,790,0.250909219869766,1.0038360012516967
13,66.0,693,bus_4322,4,0.9751432953758176,1.0583316389085875,-1850.0,-2218.0,693,0.1173541297219889,1.4367338884851637
1,66.0,242,bus_1595,1,-0.1054309250326565,1.032639388032671,2865.0,2748.0,242,0.1127597966261381,1.0491530910197373
5,66.0,746,bus_2266,2,-0.0061663608293692,1.0393487072276604,42.0,-3609.0,746,0.6360516924197991,1.3646397225227496
12,11.0,996,bus_4403,4,0.7385792263340076,1.012449904933992,-3248.0,-1756.0,996,-0.6985483614121101,1.1773260403298402
8,132.0,396,starbus_xf_3486_3561_3487_1,3,-0.3334413187236122,0.9959589682928488,-701.0,6608.0,396,-0.151984637489764,0.9956112199148368
13,33.0,834,bus_4371,4,0.9366790121896124,1.0122352239489674,-2321.0,-1420.0,834,0.0163387579878246,1.395773230856857
14,11.5,260,bus_4077,4,0.2763348965885392,0.943315133717834,-926.0,-2803.0,260,0.271130643707949,1.021744172990373
8,132.0,495,bus_3106,3,-0.0503185996648427,1.0496841974887638,-521.0,5352.0,495,0.1986250971878068,0.7366548970243731
6,220.0,680,bus_2176,2,-0.3482590254663213,1.0215965530292193,204.0,-3789.0,680,0.1125813133861426,1.5003765625688117
8,11.0,1355,bus_3462,3,-0.1498209703198727,1.0032653845923576,-734.0,7046.0,1355,-0.1741720633497911,1.0163929483554757
2,15.0,1459,bus_1049,1,-0.1717538034551416,1.03661906625492,727.0,601.0,1459,-0.0456388266413285,1.036974588973118
8,275.0,740,bus_3597,3,-0.4803430805258662,1.0394961218212528,-1064.0,6890.0,740,-0.1634823493058178,1.0384110214615594
13,66.0,35,bus_4329,4,0.9311970921881928,0.995733011787451,-1670.0,-2053.0,35,0.0979852847816068,1.4287698951129304
2,330.0,1364,bus_1107,1,-0.2701470086091579,1.0505277023759618,48.0,0.0,1364,-0.2162986119846576,1.0479887966955392
2,500.0,2033,connection N4,1,0.0,1.0,,,2033,0.0,0.999999999446559
5,33.0,1005,bus_2346,2,-0.2502141326496319,0.9953864443885309,-392.0,-3198.0,1005,0.0287144183863527,1.3232038465198968
8,66.0,131,bus_3642,3,-0.3545759045885246,1.0431167975025817,-490.0,6975.0,131,-0.2040555783919923,1.0359344894865965
11,110.0,1211,bus_3214,3,-0.0076461220544521,1.0288189856803815,-637.0,2866.0,1211,-0.0714274727356062,1.1457079986348702
3,132.0,365,bus_1529,1,-0.3463975352703034,1.050446067498993,1191.0,-613.0,365,-0.4092575471563092,0.970750481295408
14,0.6899999999999998,691,bus_4080,4,0.4521832937728887,1.0726602370386111,-969.0,-3162.0,691,0.363312130496581,1.049926888024354
14,11.0,1657,bus_4466,4,0.9676905542194988,1.0654838590683953,-1915.0,-2749.0,1657,0.114681678162613,1.400737788069153
15,11.0,494,bus_5231,5,0.0657593840327675,1.0022767328980835,1548.0,-6038.0,494,0.5493948393848939,1.011478325763952
8,132.0,556,bus_3111,3,-0.2656514766586835,1.0358414912627192,-438.0,5832.0,556,-0.0518999704261944,1.0356840549908937
12,11.0,1485,bus_4492,4,1.0217272252390357,0.9383964168498145,-3918.0,-1747.0,1485,0.1384921964990876,1.3393269256754707
15,220.0,1832,bus_5147,5,-0.1715667944796706,1.0770504062583346,1879.0,-5510.0,1832,0.7222365725327686,1.1189373435811836
7,21.0,896,bus_2042,2,-0.3298566771978924,1.059376455042905,1790.0,-4332.0,896,0.1519419221500237,1.266844949713101
7,220.0,1449,bus_2118,2,-0.4640207221492226,1.0303869215760737,984.0,-3729.0,1449,0.1095543417694112,1.1790309448312817
3,132.0,768,bus_1269,1,-0.3474715464508724,1.0520431580125975,1296.0,-332.0,768,-0.4078261791949442,0.973860006548456
9,132.0,1148,bus_3284,3,-0.0880849711898088,1.0524814814848642,-858.0,5009.0,1148,0.1746921946280968,1.0629931416023723
11,275.0,139,bus_3543,3,-0.2175569739468851,1.0722774687604777,-185.0,3675.0,139,-0.0220358053866308,1.0722789471558356
12,0.6899999999999998,1561,bus_4012,4,1.1024991435662015,1.0738613458139787,-3043.0,-1993.0,1561,0.2831397818252784,1.7051134741944811
12,11.0,1682,bus_4405,4,0.7700702294105484,1.0293003469625437,-3395.0,-1862.0,1682,-0.5763525228911026,1.2284299480613492
14,33.0,1724,bus_4377,4,1.0215061472375706,0.973080803326994,-2307.0,-3803.0,1724,0.116158646913634,1.477603013046104
2,132.0,1768,bus_1224,1,-0.3107313719048644,1.0491895923002144,515.0,156.0,1768,-0.3021330267647455,1.0259306937599373
9,132.0,1362,starbus_xf_3492_3565_3495_1,3,-0.1788363538858597,1.0858065119706757,91.0,5506.0,1362,0.0530597598048353,1.085089609325469
2,33.0,1589,bus_1544,1,0.030259230892377,1.1244877595322025,1393.0,1164.0,1589,-0.0029307628643192,1.1501089227538244
6,15.75,827,bus_2041,2,-0.1691334364733013,1.0162794237009087,460.0,-4211.0,827,1.6778879759464969,1.165437944663222
2,132.0,1568,bus_1182,1,-0.0053473796263823,1.073297764745763,1536.0,1414.0,1568,-0.0104587639219325,1.1042932176666993
15,11.0,413,bus_5199,5,-0.1479853246193425,1.0178338986605968,1931.0,-6078.0,413,0.467646080813188,1.020878662695908
14,11.0,1264,bus_4455,4,0.915268781225172,1.0020168830862644,-1789.0,-2936.0,1264,0.1167522179880269,1.46614804061933
2,132.0,1412,bus_1243,1,-0.3564994404360187,1.0513581762861812,658.0,-372.0,1412,-0.3837974299347296,0.9939249545598224
9,15.75,482,bus_3440,3,0.0596500184887445,0.9945460459261974,838.0,3632.0,482,-0.0466693580650738,1.0426794437763325
8,132.0,549,starbus_xf_3483_3558_3485_2,3,-0.2299666991405698,1.0856581676774977,-312.0,5732.0,549,-0.0284109643524364,1.0856598774662976
11,110.0,1722,starbus_xf_3371_3372_3373_1,3,-0.3535406176440144,1.0250323860532913,-1096.0,3457.0,1722,-0.2779726770124622,0.985690575085938
4,66.0,27,bus_2293,2,-0.14277589570925,1.0270381226653544,779.0,-2299.0,27,-0.0106526479241104,0.9629199667883812
2,330.0,882,bus_1124,1,-0.1711833232853899,1.0370670692573811,697.0,535.0,882,-0.0455256216979225,1.037063118604811
1,132.0,1447,bus_1593,1,-0.0652082231314234,1.0260608380920184,2977.0,2908.0,1447,0.1790582409472019,1.030747587206923
13,11.0,1750,bus_4494,4,0.4363680574527084,0.9047517410448648,-2185.0,-816.0,1750,-0.7396946799632174,0.8941693170565185
4,132.0,503,bus_1361,1,-0.0737744925896809,1.0561578019231492,2186.0,-1475.0,503,0.0694331769297953,1.0604966168568972
9,11.8,1820,bus_3043,3,-0.0242399298014555,1.0578380634889797,594.0,5061.0,1820,0.2369576805869284,1.0935455225408035
15,110.0,975,bus_5077,5,-0.0392378070923366,1.0513241726512617,2215.0,-6262.0,975,0.5762239054456582,1.0468193023586954
13,11.0,869,bus_4458,4,0.9095434750212632,1.011604036007899,-2045.0,-2244.0,869,-0.1083757455314603,1.2979311892105627
14,16.0,1033,bus_4065,4,1.2606823874361304,1.040282114355128,-1769.0,-2584.0,1033,0.1403474596220794,1.457227648132631
8,132.0,1242,bus_3161,3,-0.294014035081664,1.03377044002277,-446.0,5782.0,1242,-0.0679306730266555,1.0338651719523
10,275.0,1307,bus_3607,3,0.0250857072046552,1.0839592967634086,880.0,3765.0,1307,-0.100200470829665,1.07466265147651
6,66.0,422,bus_2251,2,-0.1271294726847211,1.046782295747608,923.0,-2947.0,422,0.2354692968658053,1.1528318061897251
9,110.0,709,bus_3025,3,-0.0470839109398321,1.013813161364315,662.0,3854.0,709,-0.1987021432217201,1.065125858061626
3,330.0,648,bus_1110,1,-0.2789176960380519,1.049916708206036,1136.0,-413.0,648,-0.2908707110909454,0.9977663138769214
4,132.0,805,bus_1225,1,0.0522416227152747,1.084868938718883,2666.0,-1661.0,805,0.1875729583306902,1.0890879376696454
5,165.0,1293,bus_2082,2,0.0828169864450107,1.0529683191552617,70.0,-2518.0,1293,0.2126848514091385,1.052965827031909
11,110.0,1677,bus_3467,3,-0.2535598679844813,1.0439849213209118,-630.0,3182.0,1677,-0.1184081643213314,1.0435328779417077
9,110.0,1715,bus_3382,3,-0.3332773221287284,1.0534193274714014,-41.0,4204.0,1715,-0.0923197994984124,1.0559569334054468
13,66.0,1601,bus_4234,4,0.9878329546561998,1.0266354351616391,-2370.0,-2224.0,1601,0.0750951847739378,1.4289025686314567
6,66.0,120,bus_2233,2,-0.4888687951368676,1.0191054224459484,609.0,-4180.0,120,0.0873003814375757,1.2208198216278705
15,110.0,1463,bus_5090,5,-0.1099075384457516,1.0312378460363154,1698.0,-6262.0,1463,0.4749155159197861,1.0270879337383811
12,0.6899999999999998,1636,bus_4011,4,1.1083050465429427,1.071970892369032,-3080.0,-1869.0,1636,0.2940652408271462,1.698498095459705
6,132.0,1688,bus_2100,2,-0.2129907388038933,1.069044189027994,177.0,-4137.0,1688,0.2180525927999989,1.2418700856402414
13,33.0,1407,bus_4048,4,1.090392902449551,1.0441677341999631,-2481.0,-1600.0,1407,0.1310217403182152,1.5256971173912677
14,1.0,1887,bus_4082,4,0.517779194405096,1.1000000095029234,-947.0,-3276.0,1887,0.7427054692380971,1.099997982845848
8,132.0,87,starbus_xf_3486_3561_3488_2,3,-0.3160462921706602,0.9944320172649588,-719.0,6494.0,87,-0.0926404945554683,0.9939113674852575
8,132.0,1439,bus_3088,3,-0.5174261322662729,1.0078148818397268,-1232.0,7269.0,1439,-0.2096983312829195,1.008160892602275
3,21.0,255,bus_1058,1,0.1081186586732581,0.8999999919740669,1202.0,-890.0,255,-0.0045054965617537,0.9000006069296957
15,110.0,1652,bus_5073,5,-0.1770709305525068,1.0187226346006408,2249.0,-5728.0,1652,0.6161732267752423,1.0236134843224542
15,22.0,178,bus_5189,5,-0.1987127564180361,1.0665571941256895,2559.0,-5548.0,178,0.7258455859337671,1.0804526827320122
6,66.0,1279,bus_2351,2,0.1012787345169444,1.0771298909172782,110.0,-4266.0,1279,0.3006029580386697,1.1593010049472423
15,11.0,89,bus_5235,5,0.0561003139897471,1.001014745914048,1237.0,-6122.0,89,0.5493948414576459,1.0114783306014723
5,15.0,496,bus_2023,2,0.0336178692979245,0.9940816057363192,784.0,-1957.0,496,0.2547459614997737,1.004992996815152
7,22.0,1375,bus_2103,2,-0.5265271094043422,1.0329194646784343,871.0,-4184.0,1375,0.0661935286386256,1.1972274572560258
9,110.0,1933,bus_3314,3,-0.310279227572938,1.058326068356342,-352.0,4136.0,1933,-0.0733469027438094,1.0759300724236351
14,66.0,195,bus_4311,4,0.9681981010615484,1.0427859589508046,-1657.0,-2805.0,195,0.1230340618775607,1.468775919988318
6,500.0,1112,bus_2198,2,-0.3829372375737178,1.0698047901467078,960.0,-3638.0,1112,0.1509163976127999,1.2775006396197952
2,132.0,1102,bus_1261,1,-0.3573638528092629,1.048601415524956,323.0,829.0,1102,-0.2203955608574443,1.0771550982750415
13,11.0,1984,bus_4417,4,0.9210495451395182,0.9870553293671948,-2522.0,-2247.0,1984,-0.0983932278129529,1.3025706531035302
2,132.0,923,bus_1403,1,-0.3082270207408814,1.0498289736824362,287.0,140.0,923,-0.2513583932891238,1.0440145969058772
4,12.5,442,bus_1078,1,0.183692388137136,1.014047956616439,1459.0,-1470.0,442,0.2312235806909466,1.0481326056437843
6,220.0,1079,bus_2039,2,-0.2410398173875134,1.1000000086864836,305.0,-2904.0,1079,0.1565332273842447,1.10000010052467
11,110.0,562,bus_3299,3,-0.3292357150818124,1.0515757155603318,-709.0,2547.0,562,-0.1505014829389646,1.0629364856796304
8,22.0,924,bus_3085,3,-0.5248755285620348,0.9985110811990312,-960.0,7399.0,924,-0.2551199777083044,0.999811430129531
2,11.0,1329,bus_1647,1,-0.4207943980077583,1.019679296469031,-170.0,484.0,1329,-0.2401727084486606,1.0643591119581255
11,11.0,202,bus_3335,3,-0.546480331678523,1.0098142645382675,552.0,3029.0,202,-0.8582400677237767,0.6802802191870327
8,132.0,1221,bus_3198,3,-0.3541858992913781,1.0282611586272967,-444.0,6649.0,1221,-0.173587568881821,1.0242741420426504
9,132.0,1574,bus_3272,3,-0.1939300595583217,1.039187537273906,366.0,5468.0,1574,0.0559133879664211,1.0632322742478495
5,220.0,654,bus_2106,2,-0.2155235904026375,1.0658374554325856,146.0,-3131.0,654,0.1275168457605588,1.5619916437805994
12,33.0,1196,bus_4373,4,0.9657073735979465,1.0476190499404094,-2685.0,-1080.0,1196,0.0708795606709198,1.0891084522627728
15,220.0,146,bus_5159,5,-0.080520532180186,1.0516535725927665,1414.0,-6127.0,146,0.5352523821795934,1.0504999849327123
11,110.0,953,bus_3222,3,-0.2916332428323532,1.0551235237180616,-445.0,3336.0,953,-0.1696723659067679,1.0373001112419382
2,11.0,256,bus_1539,1,-0.2366687057055992,1.0482826699121668,71.0,-177.0,256,-0.0579569381097374,1.0961513553673683
14,11.0,1044,bus_4431,4,1.0417578262430758,1.00979378680069,-1978.0,-3523.0,1044,0.1219761185611935,1.5184747931061775
