name,number_from,name_from,base_voltage_from,angle_from,magnitude_from,area_from,number_to,name_to,base_voltage_to,angle_to,magnitude_to,area_to,line_type,rating,x_from,y_from,x_to,y_to,geometry
bus_2210-bus_2252-i_line_2210_to_2252_1_cp,275,bus_2210,66.0,-0.4735283819392949,1.0522673135079084,6,1103,bus_2252,66.0,-0.48547527381827343,1.0449263406708102,6,ac,89.0,430,-4263,416,-4320,"LINESTRING (430 -4263, 416 -4320)"
bus_2221-bus_2252-i_line_2221_to_2252_1_cp,1323,bus_2221,66.0,-0.48014108841183734,1.047832513684495,6,1103,bus_2252,66.0,-0.48547527381827343,1.0449263406708102,6,ac,90.0,411,-4225,416,-4320,"LINESTRING (411 -4225, 416 -4320)"
bus_4266-bus_4273-i_line_4266_to_4273_1_cp,6,bus_4266,66.0,1.005219776076628,1.0202665614864552,14,1106,bus_4273,66.0,1.0021150508516676,1.0186033177045672,14,ac,118.0,-2234,-3018,-2347,-3142,"LINESTRING (-2234 -3018, -2347 -3142)"
bus_4266-bus_4273-i_line_4266_to_4273_2_cp,6,bus_4266,66.0,1.005219776076628,1.0202665614864552,14,1106,bus_4273,66.0,1.0021150508516676,1.0186033177045672,14,ac,113.99999999999999,-2234,-3018,-2347,-3142,"LINESTRING (-2234 -3018, -2347 -3142)"
bus_1172-bus_1249-i_line_1172_to_1249_1_cp,211,bus_1172,132.0,-0.11718100369776445,1.0615383133719858,4,1108,bus_1249,132.0,-0.1301059274575416,1.0585682295398733,4,ac,241.0,1175,-2112,1098,-2068,"LINESTRING (1175 -2112, 1098 -2068)"
bus_1229-bus_1249-i_line_1229_to_1249_1_cp,1481,bus_1229,132.0,-0.11385777138280945,1.0621143417689953,4,1108,bus_1249,132.0,-0.1301059274575416,1.0585682295398733,4,ac,148.0,1022,-1940,1098,-2068,"LINESTRING (1022 -1940, 1098 -2068)"
bus_1247-bus_1249-i_line_1247_to_1249_1_cp,1856,bus_1247,132.0,-0.13511313795717161,1.0589883265490898,4,1108,bus_1249,132.0,-0.1301059274575416,1.0585682295398733,4,ac,234.0,1128,-2184,1098,-2068,"LINESTRING (1128 -2184, 1098 -2068)"
bus_2105-bus_2108-i_line_2105_to_2108_1_cp,535,bus_2105,220.0,-0.3216407682288247,1.0446811005842624,6,1109,bus_2108,220.0,-0.30855637461874924,1.0532988022902285,6,ac,385.0,264,-3628,380,-3402,"LINESTRING (264 -3628, 380 -3402)"
bus_1061-bus_1267-i_line_1061_to_1267_1_cp,1058,bus_1061,132.0,-0.01643488376615046,1.0655296844739026,4,1113,bus_1267,132.0,0.011015602901133263,1.0714597174579557,4,ac,141.0,970,-1623,1034,-1680,"LINESTRING (970 -1623, 1034 -1680)"
bus_1238-bus_2102-i_line_1238_to_2102_1_cp,719,bus_1238,132.0,0.17299246243765617,1.0699856073119436,4,1118,bus_2102,132.0,0.1357190418323417,1.051081779785911,4,ac,146.0,1931,-1833,855,-1853,"LINESTRING (1931 -1833, 855 -1853)"
bus_1093-bus_1138-i_line_1093_to_1138_1_cp,532,bus_1093,330.0,-0.21074201642209472,1.0519109370979751,2,1125,bus_1138,330.0,-0.2691346021583173,1.027,2,ac,793.0,703,45,597,315,"LINESTRING (703 45, 597 315)"
bus_1134-bus_1138-i_line_1134_to_1138_1_cp,1017,bus_1134,330.0,-0.28730544847889367,1.0534405106276676,2,1125,bus_1138,330.0,-0.2691346021583173,1.027,2,ac,772.0,406,416,597,315,"LINESTRING (406 416, 597 315)"
bus_1134-bus_1138-i_line_1134_to_1138_2_cp,1017,bus_1134,330.0,-0.28730544847889367,1.0534405106276676,2,1125,bus_1138,330.0,-0.2691346021583173,1.027,2,ac,785.0,406,416,597,315,"LINESTRING (406 416, 597 315)"
bus_5060-bus_5061-i_line_5060_to_5061_1_cp,141,bus_5060,110.0,-0.10294791397658118,1.0634906592100215,15,1126,bus_5061,110.0,-0.1652110307372224,1.0617945991497972,15,ac,91.0,1696,-5591,1590,-5552,"LINESTRING (1696 -5591, 1590 -5552)"
bus_5059-bus_5061-i_line_5059_to_5061_1_cp,432,bus_5059,110.0,-0.07137832225962654,1.0707207414411477,15,1126,bus_5061,110.0,-0.1652110307372224,1.0617945991497972,15,ac,93.0,1761,-5608,1590,-5552,"LINESTRING (1761 -5608, 1590 -5552)"
bus_3048-bus_3229-i_line_3048_to_3229_1_cp,721,bus_3048,110.0,-0.3238866979276004,1.0509966548871377,11,1128,bus_3229,110.0,-0.3200582001961344,1.0483283673645178,11,ac,134.0,-553,3019,-635,3096,"LINESTRING (-553 3019, -635 3096)"
bus_1344-bus_1373-i_line_1344_to_1373_2_cp,354,bus_1344,132.0,-0.34579864441912406,1.0522266456629525,3,1129,bus_1373,132.0,-0.3454849401276775,1.0531420820519946,3,ac,124.0,1490,-430,1380,-431,"LINESTRING (1490 -430, 1380 -431)"
bus_1221-bus_1373-i_line_1221_to_1373_2_cp,672,bus_1221,132.0,-0.34507022496036965,1.0537315637342075,3,1129,bus_1373,132.0,-0.3454849401276775,1.0531420820519946,3,ac,125.0,1237,-445,1380,-431,"LINESTRING (1237 -445, 1380 -431)"
bus_4215-bus_4217-i_line_4215_to_4217_1_cp,226,bus_4215,132.0,0.4949805948195266,0.947835938571247,14,1134,bus_4217,132.0,0.2978692109296265,0.9944903180058045,14,ac,210.0,-1229,-2017,-1094,-2136,"LINESTRING (-1229 -2017, -1094 -2136)"
bus_3010-bus_3475-i_line_3010_to_3475_1_cp,326,bus_3010,132.0,-0.24859414887949116,1.0543770831916222,9,1135,bus_3475,132.0,-0.21264502940860877,1.0622837476921587,9,ac,143.0,-1345,4055,-1177,4045,"LINESTRING (-1345 4055, -1177 4045)"
bus_3173-bus_3475-i_line_3173_to_3475_1_cp,932,bus_3173,132.0,-0.21362297170992217,1.064295624205293,9,1135,bus_3475,132.0,-0.21264502940860877,1.0622837476921587,9,ac,141.0,-1258,4095,-1177,4045,"LINESTRING (-1258 4095, -1177 4045)"
bus_3009-bus_3475-i_line_3009_to_3475_2_cp,1110,bus_3009,132.0,-0.25239025567277246,1.0540161157663555,9,1135,bus_3475,132.0,-0.21264502940860877,1.0622837476921587,9,ac,144.0,-1313,4068,-1177,4045,"LINESTRING (-1313 4068, -1177 4045)"
bus_3021-bus_3475-i_line_3021_to_3475_1_cp,1981,bus_3021,132.0,-0.21378374408812065,1.061861196651891,9,1135,bus_3475,132.0,-0.21264502940860877,1.0622837476921587,9,ac,138.0,-1296,4156,-1177,4045,"LINESTRING (-1296 4156, -1177 4045)"
bus_3021-bus_3475-i_line_3021_to_3475_2_cp,1981,bus_3021,132.0,-0.21378374408812065,1.061861196651891,9,1135,bus_3475,132.0,-0.21264502940860877,1.0622837476921587,9,ac,138.0,-1296,4156,-1177,4045,"LINESTRING (-1296 4156, -1177 4045)"
bus_5143-bus_5149-i_line_5143_to_5149_1_cp,5,bus_5143,220.0,-0.07246587651234816,1.093081832864612,15,1137,bus_5149,220.0,-0.1714518391601471,1.0764297233015838,15,ac,448.00000000000006,1008,-5612,1155,-5495,"LINESTRING (1008 -5612, 1155 -5495)"
bus_5143-bus_5149-i_line_5143_to_5149_2_cp,5,bus_5143,220.0,-0.07246587651234816,1.093081832864612,15,1137,bus_5149,220.0,-0.1714518391601471,1.0764297233015838,15,ac,470.0,1008,-5612,1155,-5495,"LINESTRING (1008 -5612, 1155 -5495)"
bus_5144-bus_5149-i_line_5144_to_5149_1_cp,1436,bus_5144,220.0,-0.1517887755538773,1.01403,15,1137,bus_5149,220.0,-0.1714518391601471,1.0764297233015838,15,ac,370.0,1222,-5533,1155,-5495,"LINESTRING (1222 -5533, 1155 -5495)"
bus_5147-bus_5149-i_line_5147_to_5149_1_cp,1832,bus_5147,220.0,-0.17156679447967066,1.0770504062583346,15,1137,bus_5149,220.0,-0.1714518391601471,1.0764297233015838,15,ac,344.0,1079,-5510,1155,-5495,"LINESTRING (1079 -5510, 1155 -5495)"
bus_1115-bus_1146-i_line_1115_to_1146_1_cp,712,bus_1115,330.0,0.048288859549572134,1.0494051462123728,2,1139,bus_1146,330.0,-0.15960580598924423,1.0214714201449313,2,ac,809.0,1161,1128,1058,1182,"LINESTRING (1161 1128, 1058 1182)"
bus_1132-bus_1146-i_line_1132_to_1146_2_cp,1815,bus_1132,330.0,-0.14359099617277354,1.0270742507729493,2,1139,bus_1146,330.0,-0.15960580598924423,1.0214714201449313,2,ac,757.0,897,993,1058,1182,"LINESTRING (897 993, 1058 1182)"
bus_1132-bus_1146-i_line_1132_to_1146_1_cp,1815,bus_1132,330.0,-0.14359099617277354,1.0270742507729493,2,1139,bus_1146,330.0,-0.15960580598924423,1.0214714201449313,2,ac,760.0,897,993,1058,1182,"LINESTRING (897 993, 1058 1182)"
bus_4104-bus_4106-i_line_4104_to_4106_1_cp,991,bus_4104,275.0,1.057858827814991,1.0613580423295144,13,1142,bus_4106,275.0,1.0849880325411756,1.0566120252468494,13,ac,535.0,-2402,-1656,-2633,-1576,"LINESTRING (-2402 -1656, -2633 -1576)"
bus_4096-bus_4152-i_line_4102_to_4152_1_cp,560,bus_4096,33.0,0.4371968768607294,1.0997127122136223,14,1143,bus_4152,33.0,0.43718649107225555,1.1000000105599579,14,ac,138.0,-929,-3281,-912,-3273,"LINESTRING (-929 -3281, -912 -3273)"
bus_3163-bus_3385-i_line_3163_to_3385_1_cp,168,bus_3163,110.0,-0.34499324436588796,1.0397419610250982,11,1144,bus_3385,110.0,-0.34319283369703096,1.0380728973350946,11,ac,112.00000000000001,-544,2719,-496,2609,"LINESTRING (-544 2719, -496 2609)"
bus_3615-bus_3616-i_line_3615_to_3616_1_cp,48,bus_3615,275.0,-0.025526222709618678,1.0805926920813815,10,1145,bus_3616,275.0,0.007688700972206786,1.0836011352729735,10,ac,739.0,621,3932,568,3851,"LINESTRING (621 3932, 568 3851)"
bus_3607-bus_3616-i_line_3607_to_3616_1_cp,1307,bus_3607,275.0,0.025085707204655285,1.0839592967634086,10,1145,bus_3616,275.0,0.007688700972206786,1.0836011352729735,10,ac,711.0,380,3765,568,3851,"LINESTRING (380 3765, 568 3851)"
bus_2190-bus_2191-i_line_2190_to_2191_1_cp,692,bus_2190,330.0,-0.10446675056256104,1.041585196335417,5,1146,bus_2191,330.0,0.029714745652925142,1.040615526705547,5,ac,702.0,736,-2406,740,-1889,"LINESTRING (736 -2406, 740 -1889)"
bus_2190-bus_2191-i_line_2190_to_2191_2_cp,692,bus_2190,330.0,-0.10446675056256104,1.041585196335417,5,1146,bus_2191,330.0,0.029714745652925142,1.040615526705547,5,ac,646.0,736,-2406,740,-1889,"LINESTRING (736 -2406, 740 -1889)"
bus_1148-bus_2191-i_line_1148_to_2191_1_cp,793,bus_1148,330.0,0.05735560826465595,1.0363754704524413,4,1146,bus_2191,330.0,0.029714745652925142,1.040615526705547,5,ac,707.0,1369,-1490,740,-1889,"LINESTRING (1369 -1490, 740 -1889)"
bus_1118-bus_2191-i_line_1118_to_2191_1_cp,1719,bus_1118,330.0,0.07562057907539745,1.0337184759326778,4,1146,bus_2191,330.0,0.029714745652925142,1.040615526705547,5,ac,645.0,1300,-1557,740,-1889,"LINESTRING (1300 -1557, 740 -1889)"
bus_3593-bus_3595-i_line_3593_to_3595_1_cp,306,bus_3593,275.0,-0.2006274409651271,1.0610454520109465,11,1147,bus_3595,275.0,-0.22385299857682175,1.0644798369063324,11,ac,535.0,-613,3347,-702,3207,"LINESTRING (-613 3347, -702 3207)"
bus_3545-bus_3595-i_line_3545_to_3595_1_cp,1327,bus_3545,275.0,-0.2546502267785985,1.0639368339734927,11,1147,bus_3595,275.0,-0.22385299857682175,1.0644798369063324,11,ac,499.0,-600,3049,-702,3207,"LINESTRING (-600 3049, -702 3207)"
bus_5103-bus_5104-i_line_5103_to_5104_1_cp,1813,bus_5103,110.0,-0.11631195532986936,1.0278241149202663,15,1149,bus_5104,110.0,-0.11957916178998815,1.0239558177965575,15,ac,63.0,796,-6353,745,-6429,"LINESTRING (796 -6353, 745 -6429)"
bus_5101-bus_5102-i_line_5101_to_5102_2_cp,112,bus_5101,110.0,-0.1170001399030742,1.0271869016938635,15,1151,bus_5102,110.0,-0.1162282949593965,1.027277917610787,15,ac,121.0,715,-6409,790,-6368,"LINESTRING (715 -6409, 790 -6368)"
bus_5090-bus_5102-i_line_5090_to_5102_2_cp,1463,bus_5090,110.0,-0.10990753844575163,1.0312378460363154,15,1151,bus_5102,110.0,-0.1162282949593965,1.027277917610787,15,ac,120.0,898,-6262,790,-6368,"LINESTRING (898 -6262, 790 -6368)"
bus_1164-bus_1026-i_line_1164_to_1637_1_cp,205,bus_1164,132.0,-0.12130479874319865,1.0788083881422366,1,1154,bus_1026,132.0,-0.10196276694343231,1.0737695234199485,1,ac,144.0,1958,2291,1948,2390,"LINESTRING (1958 2291, 1948 2390)"
bus_1159-bus_1026-i_line_1159_to_1637_1_cp,1336,bus_1159,132.0,-0.046704329407300134,1.027,1,1154,bus_1026,132.0,-0.10196276694343231,1.0737695234199485,1,ac,153.0,1823,2202,1948,2390,"LINESTRING (1823 2202, 1948 2390)"
bus_5095-bus_5131-i_line_5095_to_5131_1_cp,525,bus_5095,110.0,-0.12373896079375657,1.028762437464582,15,1162,bus_5131,110.0,-0.12549708212271232,1.0283890427151448,15,ac,169.0,1111,-6098,1251,-6104,"LINESTRING (1111 -6098, 1251 -6104)"
bus_5097-bus_5131-i_line_5097_to_5131_1_cp,1232,bus_5097,110.0,-0.12592097638047686,1.0283312542285763,15,1162,bus_5131,110.0,-0.12549708212271232,1.0283890427151448,15,ac,162.0,1355,-6119,1251,-6104,"LINESTRING (1355 -6119, 1251 -6104)"
bus_3180-bus_3329-i_line_3182_to_3523_1_cp,215,bus_3180,132.0,-0.5136136818039341,1.0097701103487726,8,1164,bus_3329,132.0,-0.5117647967699998,1.0215757674662667,8,ac,204.0,-1556,7407,-1687,7268,"LINESTRING (-1556 7407, -1687 7268)"
bus_3144-bus_3329-i_line_3144_to_3523_1_cp,419,bus_3144,132.0,-0.5125523319954223,1.010177834037,8,1164,bus_3329,132.0,-0.5117647967699998,1.0215757674662667,8,ac,145.0,-1603,7237,-1687,7268,"LINESTRING (-1603 7237, -1687 7268)"
bus_3080-bus_3329-i_line_3080_to_3523_1_cp,722,bus_3080,132.0,-0.4481852909603554,1.0536492981037135,8,1164,bus_3329,132.0,-0.5117647967699998,1.0215757674662667,8,ac,259.0,-1426,7042,-1687,7268,"LINESTRING (-1426 7042, -1687 7268)"
bus_3089-bus_3329-i_line_3089_to_3523_2_cp,748,bus_3089,132.0,-0.5189813115455717,1.0071935857456387,8,1164,bus_3329,132.0,-0.5117647967699998,1.0215757674662667,8,ac,117.0,-1650,7315,-1687,7268,"LINESTRING (-1650 7315, -1687 7268)"
bus_3143-bus_3329-i_line_3143_to_3523_2_cp,1019,bus_3143,132.0,-0.512389673415454,1.0099004925632833,8,1164,bus_3329,132.0,-0.5117647967699998,1.0215757674662667,8,ac,141.0,-1621,7237,-1687,7268,"LINESTRING (-1621 7237, -1687 7268)"
bus_3088-bus_3329-i_line_3088_to_3523_1_cp,1439,bus_3088,132.0,-0.5174261322662729,1.0078148818397268,8,1164,bus_3329,132.0,-0.5117647967699998,1.0215757674662667,8,ac,112.99999999999999,-1732,7269,-1687,7268,"LINESTRING (-1732 7269, -1687 7268)"
bus_1195-bus_1430-i_line_1195_to_1430_1_cp,1391,bus_1195,132.0,-0.25753543345579133,1.06298,2,1165,bus_1430,132.0,-0.27397379575737707,1.0475880925641656,2,ac,219.0,349,757,243,911,"LINESTRING (349 757, 243 911)"
bus_1241-bus_1430-i_line_1241_to_1431_1_cp,1802,bus_1241,132.0,-0.23647593336990677,1.0604494131458382,2,1165,bus_1430,132.0,-0.27397379575737707,1.0475880925641656,2,ac,182.0,450,985,243,911,"LINESTRING (450 985, 243 911)"
bus_2125-bus_2169-i_line_2125_to_2169_1_cp,600,bus_2125,220.0,-0.29284412679544114,1.050101011763338,6,1168,bus_2169,220.0,-0.22395292857463298,1.0376979591526743,6,ac,378.0,504,-3172,629,-2952,"LINESTRING (504 -3172, 629 -2952)"
bus_2126-bus_2169-i_line_2126_to_2169_1_cp,1411,bus_2126,220.0,-0.17697794328349217,1.0488218667616225,6,1168,bus_2169,220.0,-0.22395292857463298,1.0376979591526743,6,ac,299.0,703,-2878,629,-2952,"LINESTRING (703 -2878, 629 -2952)"
bus_2126-bus_2169-i_line_2126_to_2169_2_cp,1411,bus_2126,220.0,-0.17697794328349217,1.0488218667616225,6,1168,bus_2169,220.0,-0.22395292857463298,1.0376979591526743,6,ac,310.0,703,-2878,629,-2952,"LINESTRING (703 -2878, 629 -2952)"
bus_2120-bus_2169-i_line_2120_to_2169_1_cp,1934,bus_2120,220.0,-0.10800405678141652,1.0732927597962678,6,1168,bus_2169,220.0,-0.22395292857463298,1.0376979591526743,6,ac,384.0,735,-2765,629,-2952,"LINESTRING (735 -2765, 629 -2952)"
bus_3314-bus_3315-i_line_3314_to_3315_2_cp,1933,bus_3314,110.0,-0.310279227572938,1.058326068356342,9,1169,bus_3315,110.0,-0.31250943652384333,1.056947740796655,9,ac,181.0,-852,4136,-890,4237,"LINESTRING (-852 4136, -890 4237)"
bus_4117-bus_4094-i_line_4117_to_4124_1_cp,280,bus_4117,275.0,0.9953587318476333,1.0585945060804445,13,1171,bus_4094,275.0,1.0117435992398853,1.0535789757876575,13,ac,540.0,-2144,-1797,-2143,-2100,"LINESTRING (-2144 -1797, -2143 -2100)"
bus_4112-bus_4094-i_Dec1_line_4112_to_4124_1_dec,402,bus_4112,275.0,1.037256255109364,1.052981098518803,13,1171,bus_4094,275.0,1.0117435992398853,1.0535789757876575,13,ac,690.0,-2004,-2596,-2143,-2100,"LINESTRING (-2004 -2596, -2143 -2100)"
bus_3516-bus_3628-i_line_3516_to_3628_1_cp,372,bus_3516,132.0,-0.46397696448211684,1.0051966808891655,8,1172,bus_3628,132.0,-0.46423099728099937,1.06298,8,ac,161.0,-1736,6747,-1863,6796,"LINESTRING (-1736 6747, -1863 6796)"
bus_1115-bus_1126-i_line_1115_to_1126_1_cp,712,bus_1115,330.0,0.048288859549572134,1.0494051462123728,2,1173,bus_1126,330.0,0.033815200933263935,1.0493236826675787,2,ac,655.0,1161,1128,1335,1359,"LINESTRING (1161 1128, 1335 1359)"
bus_4266-bus_4272-i_line_4266_to_4272_1_cp,6,bus_4266,66.0,1.005219776076628,1.0202665614864552,14,1178,bus_4272,66.0,1.0003842266771867,1.0185065085189273,14,ac,120.0,-2234,-3018,-2315,-3045,"LINESTRING (-2234 -3018, -2315 -3045)"
bus_1090-bus_1092-i_line_1090_to_1092_2_cp,1632,bus_1090,500.0,-0.06371891181174963,1.031940942245731,2,1179,bus_1092,500.0,-0.14202851303419461,1.0447066630930333,2,ac,1344.0,714,507,703,257,"LINESTRING (714 507, 703 257)"
bus_1090-bus_1092-i_line_1090_to_1092_1_cp,1632,bus_1090,500.0,-0.06371891181174963,1.031940942245731,2,1179,bus_1092,500.0,-0.14202851303419461,1.0447066630930333,2,ac,1342.0,714,507,703,257,"LINESTRING (714 507, 703 257)"
bus_1183-bus_1262-i_line_1183_to_1262_1_cp,169,bus_1183,132.0,-0.21727407253276435,1.070879306516803,1,1183,bus_1262,132.0,-0.21422045158311337,1.0728298104569711,1,ac,188.0,820,1294,991,1375,"LINESTRING (820 1294, 991 1375)"
bus_1193-bus_1262-i_line_1193_to_1262_1_cp,1273,bus_1193,132.0,-0.20136299261574386,1.0817086441614856,1,1183,bus_1262,132.0,-0.21422045158311337,1.0728298104569711,1,ac,196.0,1179,1409,991,1375,"LINESTRING (1179 1409, 991 1375)"
bus_1193-bus_1262-i_line_1193_to_1262_2_cp,1273,bus_1193,132.0,-0.20136299261574386,1.0817086441614856,1,1183,bus_1262,132.0,-0.21422045158311337,1.0728298104569711,1,ac,191.0,1179,1409,991,1375,"LINESTRING (1179 1409, 991 1375)"
bus_4319-bus_4321-i_line_4319_to_4321_1_cp,511,bus_4319,66.0,0.9757673385505338,1.0582325137790083,13,1190,bus_4321,66.0,0.9747143365935771,1.0650803808057347,13,ac,112.99999999999999,-1827,-2251,-1880,-2134,"LINESTRING (-1827 -2251, -1880 -2134)"
bus_3117-bus_3120-i_line_3117_to_3120_1_cp,1691,bus_3117,132.0,-0.20234384854958348,1.0629297429539857,9,1195,bus_3120,132.0,-0.18150246074511042,1.0837223132049518,9,ac,120.0,-470,5484,-535,5511,"LINESTRING (-470 5484, -535 5511)"
bus_1190-bus_1451-i_line_1190_to_1451_1_cp,779,bus_1190,132.0,-0.33837999421331977,1.0585463079025563,2,1200,bus_1451,132.0,-0.34151784501855076,1.0579688202080657,2,ac,196.0,529,439,545,492,"LINESTRING (529 439, 545 492)"
bus_5104-bus_5106-i_line_5104_to_5106_1_cp,1149,bus_5104,110.0,-0.11957916178998815,1.0239558177965575,15,1204,bus_5106,110.0,-0.12207029134039833,1.021632706036772,15,ac,59.0,745,-6429,715,-6468,"LINESTRING (745 -6429, 715 -6468)"
bus_5102-bus_5106-i_line_5102_to_5106_1_cp,1151,bus_5102,110.0,-0.1162282949593965,1.027277917610787,15,1204,bus_5106,110.0,-0.12207029134039833,1.021632706036772,15,ac,121.0,790,-6368,715,-6468,"LINESTRING (790 -6368, 715 -6468)"
bus_3593-bus_3601-i_line_3593_to_3610_1_cp,306,bus_3593,275.0,-0.2006274409651271,1.0610454520109465,11,1208,bus_3601,275.0,-0.21850980167216227,1.0536492981037135,11,ac,697.0,-613,3347,-747,2974,"LINESTRING (-613 3347, -747 2974)"
bus_3589-bus_3601-i_line_3589_to_3610_2_cp,340,bus_3589,275.0,-0.22385478203744993,1.0648617155123072,11,1208,bus_3601,275.0,-0.21850980167216227,1.0536492981037135,11,ac,686.0,-744,2835,-747,2974,"LINESTRING (-744 2835, -747 2974)"
bus_3589-bus_3601-i_line_3589_to_3601_1_cp,340,bus_3589,275.0,-0.22385478203744993,1.0648617155123072,11,1208,bus_3601,275.0,-0.21850980167216227,1.0536492981037135,11,ac,611.0,-744,2835,-747,2974,"LINESTRING (-744 2835, -747 2974)"
bus_3589-bus_3601-i_line_3589_to_3610_1_cp,340,bus_3589,275.0,-0.22385478203744993,1.0648617155123072,11,1208,bus_3601,275.0,-0.21850980167216227,1.0536492981037135,11,ac,708.0,-744,2835,-747,2974,"LINESTRING (-744 2835, -747 2974)"
bus_3605-bus_3601-i_line_3605_to_3610_2_cp,1261,bus_3605,275.0,-0.20865533284368243,1.0682313528420821,11,1208,bus_3601,275.0,-0.21850980167216227,1.0536492981037135,11,ac,729.0,-757,3287,-747,2974,"LINESTRING (-757 3287, -747 2974)"
bus_1146-bus_1153-i_line_1146_to_1153_1_cp,1139,bus_1146,330.0,-0.15960580598924423,1.0214714201449313,2,1212,bus_1153,330.0,-0.15552901470399155,1.0227194903791172,2,ac,764.0,1058,1182,997,1100,"LINESTRING (1058 1182, 997 1100)"
bus_1132-bus_1153-i_line_1132_to_1153_1_cp,1815,bus_1132,330.0,-0.14359099617277354,1.0270742507729493,2,1212,bus_1153,330.0,-0.15552901470399155,1.0227194903791172,2,ac,758.0,897,993,997,1100,"LINESTRING (897 993, 997 1100)"
bus_1179-bus_1263-i_line_1179_to_1329_1_cp_merged_with_line_1329_to_1407_1_cp_merged_with_line_1263_to_1407_1_cp,63,bus_1179,132.0,-0.1317282013205184,1.0943207795242897,2,1214,bus_1263,132.0,-0.20562655348684497,1.0668448946871865,2,ac,145.0,398,-61,89,-202,"LINESTRING (398 -61, 89 -202)"
bus_1205-bus_1263-i_line_1205_to_1263_1_cp,1971,bus_1205,132.0,-0.15197677827898076,1.071966265280852,2,1214,bus_1263,132.0,-0.20562655348684497,1.0668448946871865,2,ac,147.0,141,-289,89,-202,"LINESTRING (141 -289, 89 -202)"
bus_5075-bus_5137-i_line_5075_to_5137_1_cp,737,bus_5075,110.0,-0.16425788598024738,1.0215794321762242,15,1217,bus_5137,110.0,-0.140461503528466,1.0266691096579124,15,ac,148.0,1603,-5786,1725,-5846,"LINESTRING (1603 -5786, 1725 -5846)"
bus_3302-bus_3402-i_line_3374_to_3402_1_cp,1011,bus_3302,110.0,-0.3425023707203655,1.0455652274023228,11,1220,bus_3402,110.0,-0.3435862910168961,1.0447068358570684,11,ac,129.0,66,3102,-65,3166,"LINESTRING (66 3102, -65 3166)"
bus_3302-bus_3402-i_line_3374_to_3402_2_cp,1011,bus_3302,110.0,-0.3425023707203655,1.0455652274023228,11,1220,bus_3402,110.0,-0.3435862910168961,1.0447068358570684,11,ac,131.0,66,3102,-65,3166,"LINESTRING (66 3102, -65 3166)"
bus_3096-bus_3198-i_line_3096_to_3198_1_cp,845,bus_3096,132.0,-0.3509104358037359,1.029971922484526,8,1221,bus_3198,132.0,-0.3541858992913781,1.0282611586272967,8,ac,168.0,-1013,6597,-944,6649,"LINESTRING (-1013 6597, -944 6649)"
bus_3614-bus_3617-i_line_3614_to_3617_1_cp,1282,bus_3614,275.0,-0.06901701155337339,1.07688371479203,10,1223,bus_3617,275.0,-0.0819526202286598,1.0757284129183189,10,ac,551.0,895,4111,1122,4261,"LINESTRING (895 4111, 1122 4261)"
bus_3614-bus_3617-i_line_3614_to_3617_2_cp,1282,bus_3614,275.0,-0.06901701155337339,1.07688371479203,10,1223,bus_3617,275.0,-0.0819526202286598,1.0757284129183189,10,ac,553.0,895,4111,1122,4261,"LINESTRING (895 4111, 1122 4261)"
bus_3001-bus_3165-i_line_3065_to_3165_1_cp,322,bus_3001,132.0,-0.2784463465267816,1.0322317139019397,8,1230,bus_3165,132.0,-0.2977558034463631,1.0385282086956815,8,ac,112.99999999999999,-918,5722,-1049,5738,"LINESTRING (-918 5722, -1049 5738)"
bus_3002-bus_3165-i_line_3063_to_3165_1_cp,1547,bus_3002,132.0,-0.30299812811186555,1.0536492981037135,8,1230,bus_3165,132.0,-0.2977558034463631,1.0385282086956815,8,ac,113.99999999999999,-1218,5893,-1049,5738,"LINESTRING (-1218 5893, -1049 5738)"
bus_3142-bus_3283-i_line_3142_to_3283_1_cp,886,bus_3142,66.0,-0.3536952539826621,1.043346085232991,8,1231,bus_3283,66.0,-0.35869489270832006,1.0428883302973562,8,ac,69.0,-1072,6873,-997,6898,"LINESTRING (-1072 6873, -997 6898)"
bus_3076-bus_3283-i_line_3076_to_3283_1_cp,1042,bus_3076,66.0,-0.36107667262090126,1.0427776756922158,8,1231,bus_3283,66.0,-0.35869489270832006,1.0428883302973562,8,ac,51.0,-947,6840,-997,6898,"LINESTRING (-947 6840, -997 6898)"
bus_4311-bus_4318-i_line_4311_to_4318_1_cp,195,bus_4311,66.0,0.9681981010615484,1.0427859589508046,14,1234,bus_4318,66.0,0.967393126405609,1.045633281402117,14,ac,79.0,-1657,-2805,-1715,-2814,"LINESTRING (-1657 -2805, -1715 -2814)"
bus_5053-bus_5054-i_line_5053_to_5054_1_cp,476,bus_5053,110.0,-0.09479778691671695,1.0667880899034872,15,1245,bus_5054,110.0,-0.10744668598409178,1.0597364714592294,15,ac,122.0,811,-5700,642,-5751,"LINESTRING (811 -5700, 642 -5751)"
bus_1240-bus_1258-i_line_1240_to_1258_1_cp,733,bus_1240,132.0,-0.3243035127036369,1.039969627579308,2,1259,bus_1258,132.0,-0.3220037692799995,1.0373392214353248,2,ac,214.0,374,-435,135,-454,"LINESTRING (374 -435, 135 -454)"
bus_4117-bus_4154-i_line_4117_to_4154_1_cp,280,bus_4117,275.0,0.9953587318476333,1.0585945060804445,13,1260,bus_4154,275.0,1.022433945314711,1.06710939543498,13,ac,525.0,-2144,-1797,-2383,-1796,"LINESTRING (-2144 -1797, -2383 -1796)"
