geometry,name,from_bus,to_bus,transformer
"LINESTRING (173 819, 76 981)",xf_1489_to_1558_1_2winding_transformer,bus_1313,bus_1558,true
"LINESTRING (-969 3656, -1030 3726)",xf_3395_to_3396_2_2winding_transformer,bus_3395,bus_3396,true
"LINESTRING (-918 5722, -1049 5738)",line_3065_to_3165_1_cp,bus_3001,bus_3165,false
"LINESTRING (1584 -5507, 1692 -5528)",line_5058_to_5064_1_cp,bus_5058,bus_5064,false
"LINESTRING (-613 3347, -702 3207)",line_3593_to_3595_1_cp,bus_3593,bus_3595,false
"LINESTRING (2865 2748, 2982 2814)",line_1595_to_1596_2_cp,bus_1595,bus_1596,false
"LINESTRING (597 315, 519 545)",line_1138_to_1147_1_cp,bus_1138,bus_1147,false
"LINESTRING (-2260 -2230, -2143 -2100)",xf_4233_to_4124_3_2winding_transformer,bus_4233,bus_4094,true
"LINESTRING (-2525 -1301, -2578 -1258)",xf_4200_to_4383_1_2winding_transformer,bus_4200,bus_4383,true
"LINESTRING (-249 -3683, -256 -3780)",xf_2343_to_2057_6_2winding_transformer,bus_2343,bus_2057,true
"LINESTRING (1480 -358, 1378 -394)",line_1343_to_1372_1_cp,bus_1343,bus_1372,false
"LINESTRING (340 -3787, 336 -3883)",xf_2128_to_2237_4_2winding_transformer,bus_2128,bus_2237,true
"LINESTRING (-1158 3275, -1064 3231)",xf_3231_3644_3645_2_3winding_transformer_br2,bus_3644,starbus_xf_3231_3644_3645_2,true
"LINESTRING (1175 -2112, 1128 -2184)",line_1172_to_1247_1_cp,bus_1172,bus_1247,false
"LINESTRING (-1011 7028, -990 6975)",line_3310_to_3642_1_cp,bus_3310,bus_3642,false
"LINESTRING (820 1294, 991 1375)",line_1183_to_1262_1_cp,bus_1183,bus_1262,false
"LINESTRING (-1368 4590, -1231 4614)",line_3263_to_3530_2_cp,bus_3263,bus_3530,false
"LINESTRING (642 -5751, 569 -5783)",xf_5054_to_5182_1_2winding_transformer,bus_5054,bus_5182,true
"LINESTRING (988 -3853, 937 -3740)",line_2158_to_2164_2_cp,bus_2158,bus_2164,false
"LINESTRING (-1657 -2805, -1715 -2814)",line_4311_to_4318_1_cp,bus_4311,bus_4318,false
"LINESTRING (-1444 -1776, -1506 -1837)",line_4210_to_4211_1_cp,bus_4210,bus_4211,false
"LINESTRING (-600 3049, -613 3347)",line_3545_to_3593_1_cp,bus_3545,bus_3593,false
"LINESTRING (204 -3789, 149 -4060)",xf_2176_to_2280_2_2winding_transformer,bus_2176,bus_2280,true
"LINESTRING (997 -6215, 929 -6253)",xf_5092_to_5224_1A_2winding_transformer,bus_5092,bus_5224,true
"LINESTRING (430 -4263, 407 -4312)",line_2210_to_2218_1_cp,bus_2210,bus_2218,false
"LINESTRING (-1099 6377, -1100 6461)",xf_3259_to_3260_2_2winding_transformer,bus_3259,bus_3260,true
"LINESTRING (1761 -5608, 1590 -5552)",line_5059_to_5061_1_cp,bus_5059,bus_5061,false
"LINESTRING (173 819, 93 860)",xf_1313_to_1509_2_2winding_transformer,bus_1313,bus_1509,true
"LINESTRING (-210 -3519, -249 -3683)",xf_2151_to_2343_3_2winding_transformer,bus_2151,bus_2343,true
"LINESTRING (-1657 -2805, -1639 -2861)",xf_4311_to_4469_1_2winding_transformer,bus_4311,bus_4469,true
"LINESTRING (1020 -850, 1057 -928)",xf_1181_to_1053_2_2winding_transformer,bus_1181,bus_1053,true
"LINESTRING (-1314 5960, -1373 6081)",line_3023_to_3114_1_cp,bus_3023,bus_3114,false
"LINESTRING (-1231 4614, -1080 4673)",xf_3530_to_3604_2_2winding_transformer,bus_3530,bus_3604,true
"LINESTRING (780 -1912, 740 -1889)",xf_2191_2029_2030_4_3winding_transformer_br2,bus_2029,starbus_xf_2191_2029_2030_4,true
"LINESTRING (1714 1868, 1814 1949)",line_1363_to_1444_1_cp,bus_1351,bus_1444,false
"LINESTRING (955 -3011, 1088 -3080)",xf_2153_to_2062_3_2winding_transformer,bus_2107,bus_2062,true
"LINESTRING (-379 380, 33 394)",line_1354_to_1370_1_cp,bus_1354,bus_1234,false
"LINESTRING (853 -3239, 927 -3297)",line_2276_to_2288_1_pi,bus_2276,bus_2287,false
"LINESTRING (-1685 -2651, -1759 -2530)",xf_4147_to_4334_1_2winding_transformer,bus_4147,bus_4334,true
"LINESTRING (-1302 2259, -981 2560)",xf_3473_to_3546_3_2winding_transformer,bus_3405,bus_3546,true
"LINESTRING (-389 -3223, -409 -3284)",xf_2077_2205_2347_1_3winding_transformer_br3,bus_2347,starbus_xf_2077_2205_2347_1,true
"LINESTRING (359 712, 295 758)",line_1260_to_1284_2_cp,bus_1260,bus_1284,false
"LINESTRING (-2169 -2688, -2169 -2688)",xf_4031_4030_4029_1_3winding_transformer_br1,bus_4031,starbus_xf_4031_4030_4029_1,true
"LINESTRING (403 -107, 329 -115)",xf_1432_to_1625_2_2winding_transformer,bus_1432,bus_1625,true
"LINESTRING (912 -715, 1136 -1159)",line_1119_to_1158_1_cp,bus_1119,bus_1158,false
"LINESTRING (978 -738, 1136 -1159)",line_1125_to_1158_1_cp,bus_1125,bus_1158,false
"LINESTRING (-1071 4053, -1013 3992)",line_3478_to_3479_1_cp,bus_3478,bus_3479,false
"LINESTRING (449 -4098, 479 -4185)",xf_2112_to_2222_5_2winding_transformer,bus_2104,bus_2222,true
"LINESTRING (120 5207, 181 5298)",xf_3054_to_3055_2_2winding_transformer,bus_3054,bus_3055,true
"LINESTRING (-1438 4311, -1510 4330)",xf_3101_to_3103_2_2winding_transformer,bus_3101,bus_3103,true
"LINESTRING (-541 4204, -545 4293)",xf_3382_to_3383_1_2winding_transformer,bus_3382,bus_3383,true
"LINESTRING (-1156 6759, -1160 6857)",line_3140_to_3643_2_cp,bus_3140,bus_3643,false
"LINESTRING (-478 2930, -600 3049)",xf_3471_to_3545_1_2winding_transformer,bus_3471,bus_3545,true
"LINESTRING (71 -177, 156 -160)",xf_1428_1501_1539_1_3winding_transformer_br3,bus_1539,starbus_xf_1428_1501_1539_1,true
"LINESTRING (-274 3142, -253 3222)",xf_3357_to_3355_1_2winding_transformer,bus_3357,bus_3355,true
"LINESTRING (832 -468, 985 -570)",line_1096_to_1105_1_cp,bus_1096,bus_1105,false
"LINESTRING (112 -493, 263 -555)",line_1375_to_1433_1_cp,bus_1375,bus_1433,false
"LINESTRING (714 507, 687 561)",xf_1090_to_1004_5_2winding_transformer,bus_1090,bus_1004,true
"LINESTRING (-533 4111, -611 4070)",line_3348_to_3636_2_cp_merged_with_xf_3348_to_3351_2_2winding_transformer,bus_3351,bus_3319,true
"LINESTRING (-693 5928, -655 6010)",line_3108_to_3159_1_cp,bus_3108,bus_3159,false
"LINESTRING (-1239 4414, -1309 4480)",xf_3034_to_3035_3_2winding_transformer,bus_3034,bus_3035,true
"LINESTRING (-541 4204, -611 4070)",line_3382_to_3636_1_cp,bus_3382,bus_3319,false
"LINESTRING (-843 2502, -687 2591)",line_3340_to_3635_1_cp,bus_3340,bus_3635,false
"LINESTRING (-1751 -2289, -1827 -2251)",xf_4142_to_4319_1_2winding_transformer,bus_4142,bus_4319,true
"LINESTRING (-2124 -1196, -2137 -1434)",line_4180_to_4184_1_cp,bus_4180,bus_4184,false
"LINESTRING (736 -2406, 747 -2705)",line_2190_to_2192_2_cp,bus_2190,bus_2192,false
"LINESTRING (-2794 -1647, -2983 -1700)",line_4107_to_4113_1_cp,bus_4107,bus_4113,false
"LINESTRING (73 -156, 156 -160)",xf_1428_1501_1539_1_3winding_transformer_br2,bus_1501,starbus_xf_1428_1501_1539_1,true
"LINESTRING (-1556 7407, -1687 7268)",line_3182_to_3523_1_cp,bus_3180,bus_3329,false
"LINESTRING (910 619, 679 322)",line_1100_to_1144_1_cp,bus_1100,bus_1066,false
"LINESTRING (997 -6215, 981 -6261)",xf_5092_to_5177_4_2winding_transformer,bus_5092,bus_5177,true
"LINESTRING (-1392 4828, -1335 5018)",xf_3646_to_3122_2_2winding_transformer,bus_3157,bus_3122,true
"LINESTRING (1345 -1629, 1300 -1557)",xf_1118_1038_1039_1_3winding_transformer_br3,bus_1039,starbus_xf_1118_1038_1039_1,true
"LINESTRING (493 4108, 405 3966)",line_3137_to_3261_2_cp,bus_3137,bus_3261,false
"LINESTRING (-1137 2866, -1315 2864)",line_3214_to_3625_1_cp,bus_3214,bus_3625,false
"LINESTRING (-2004 -2596, -1769 -2584)",xf_4129_to_4065_4_2winding_transformer,bus_4112,bus_4065,true
"LINESTRING (867 -1501, 893 -1656)",line_1414_to_1479_1_cp,bus_1414,bus_1479,false
"LINESTRING (380 1278, 450 985)",line_1239_to_1394_1_cp,bus_1239,bus_1241,false
"LINESTRING (995 -6295, 963 -6343)",xf_5091_to_5237_2_2winding_transformer,bus_5091,bus_5237,true
"LINESTRING (-869 5466, -1070 5934)",line_3558_to_3591_1_cp,bus_3558,bus_3591,false
"LINESTRING (1253 -4202, 1368 -4310)",xf_2155_to_2261_1_2winding_transformer,bus_2143,bus_2260,true
"LINESTRING (554 -7, 715 112)",xf_1121_1123_1634_6_3winding_transformer_br2,bus_1123,starbus_xf_1121_1123_1634_6,true
"LINESTRING (516 3511, 600 3549)",xf_3609_to_3437_4_2winding_transformer,bus_3609,bus_3437,true
"LINESTRING (307 3563, -25 3843)",line_3158_to_3624_1_cp,bus_3158,bus_3624,false
"LINESTRING (-1426 7042, -1452 7139)",xf_3080_to_3081_2_2winding_transformer,bus_3080,bus_3081,true
"LINESTRING (1118 -512, 1359 -538)",line_1387_to_1541_4_cp,bus_1387,bus_1163,false
"LINESTRING (1328 -4651, 1307 -4462)",line_2068_to_2262_1_cp,bus_2068,bus_2262,false
"LINESTRING (-491 -2732, -277 -2958)",xf_2200_2196_2305_2_3winding_transformer_br2,bus_2196,starbus_xf_2200_2196_2305_2,true
"LINESTRING (-2124 -1196, -2150 -1130)",xf_4180_to_4228_3_2winding_transformer,bus_4180,bus_4228,true
"LINESTRING (-2370 -2224, -2434 -2245)",xf_4234_to_4416_2_2winding_transformer,bus_4234,bus_4416,true
"LINESTRING (380 3765, 516 3511)",line_3607_to_3609_2_cp,bus_3607,bus_3609,false
"LINESTRING (1111 -6098, 1077 -6174)",line_5095_to_5132_2_cp,bus_5095,bus_5132,false
"LINESTRING (-891 2956, -951 2806)",line_3014_to_3491_1_cp,bus_3014,bus_3074,false
"LINESTRING (48 0, -38 -133)",line_1411_to_1412_1_pi_merged_with_xf_1107_to_1412_1_2winding_transformer,bus_1107,bus_1409,true
"LINESTRING (1443 -4803, 1421 -4724)",line_2309_to_2311_7_cp,bus_2309,bus_2311,false
"LINESTRING (-1218 5893, -1049 5738)",line_3063_to_3165_1_cp,bus_3002,bus_3165,false
"LINESTRING (-2144 -1797, -2383 -1796)",line_4117_to_4154_1_cp,bus_4117,bus_4154,false
"LINESTRING (1415 -6262, 1291 -6185)",line_5077_to_5223_1_cp,bus_5077,bus_5223,false
"LINESTRING (-981 2560, -744 2835)",line_3546_to_3589_2_cp,bus_3546,bus_3589,false
"LINESTRING (736 -2406, 740 -1889)",line_2190_to_2191_1_cp,bus_2190,bus_2191,false
"LINESTRING (-897 -2567, -907 -2658)",line_4218_to_4219_1_cp,bus_4218,bus_4219,false
"LINESTRING (1450 -5558, 1454 -5600)",xf_5067_to_5191_2_2winding_transformer,bus_5067,bus_5191,true
"LINESTRING (349 757, 173 819)",line_1195_to_1313_1_cp,bus_1195,bus_1313,false
"LINESTRING (430 -4263, 416 -4320)",line_2210_to_2252_1_cp,bus_2210,bus_2252,false
"LINESTRING (-2609 -831, -2669 -784)",xf_4197_to_4374_2_2winding_transformer,bus_4197,bus_4374,true
"LINESTRING (-2137 -1434, -2144 -1797)",xf_4184_to_4117_2_2winding_transformer,bus_4184,bus_4117,true
"LINESTRING (1046 -5970, 1111 -6098)",xf_5163_to_5095_4_2winding_transformer,bus_5163,bus_5095,true
"LINESTRING (82 758, 118 641)",line_1458_to_1468_1_cp,bus_1458,bus_1468,false
"LINESTRING (522 -5879, 466 -5914)",xf_5052_to_5180_1_2winding_transformer,bus_5052,bus_5180,true
"LINESTRING (-864 -2495, -707 -2550)",xf_4216_to_4151_1_2winding_transformer,bus_4216,bus_4101,true
"LINESTRING (-1886 -1930, -1918 -1872)",xf_4325_to_4480_2_2winding_transformer,bus_4325,bus_4480,true
"LINESTRING (-24 1461, 27 1398)",line_1522_to_1581_1_cp,bus_1522,bus_1581,false
"LINESTRING (-943 2658, -744 2835)",line_3583_to_3589_2_cp,bus_3583,bus_3589,false
"LINESTRING (-1207 3092, -1306 3114)",xf_3129_to_3130_2_2winding_transformer,bus_3129,bus_3130,true
"LINESTRING (-2189 -3543, -2244 -3630)",xf_4268_to_4442_1_2winding_transformer,bus_4268,bus_4442,true
"LINESTRING (-1020 5304, -982 5236)",line_3153_to_3482_1_cp,bus_3153,bus_3482,false
"LINESTRING (-1482 4608, -1553 4615)",xf_3184_to_3186_1_2winding_transformer,bus_3184,bus_3186,true
"LINESTRING (313 384, 359 712)",line_1191_to_1266_2_cp,bus_1191,bus_1260,false
"LINESTRING (-1211 6608, -1282 6854)",line_3486_to_3529_1_cp,bus_3486,bus_3529,false
"LINESTRING (818 -295, 789 -107)",xf_1097_1098_1161_2_3winding_transformer_br2,bus_1098,starbus_xf_1097_1098_1161_2,true
"LINESTRING (769 804, 762 864)",xf_1003_to_1006_11_2winding_transformer,bus_1003,bus_1006,true
"LINESTRING (814 -6003, 805 -6131)",line_5155_to_5162_1_cp,bus_5155,bus_5162,false
"LINESTRING (433 -2941, 559 -2881)",line_1217_to_1222_1_cp,bus_1217,bus_1222,false
"LINESTRING (-127 2990, -187 2958)",xf_3413_3415_3414_1_3winding_transformer_br2,bus_3415,starbus_xf_3413_3415_3414_1,true
"LINESTRING (10 5394, -54 5307)",line_3150_to_3151_1_cp,bus_3150,bus_3151,false
"LINESTRING (-2402 -1656, -2144 -1797)",line_4104_to_4117_1_cp,bus_4104,bus_4117,false
"LINESTRING (-2004 -2596, -1782 -2384)",Dec9_line_4129_to_4146_1_dec,bus_4112,bus_4137,false
"LINESTRING (-1331 2135, -1281 2170)",xf_3326_to_3324_3_2winding_transformer,bus_3326,bus_3324,true
"LINESTRING (339 -3574, 326 -3443)",xf_2145_2243_2306_2_3winding_transformer_br3,bus_2306,starbus_xf_2145_2243_2306_2,true
"LINESTRING (1136 -413, 1269 -521)",xf_1110_to_1169_2_2winding_transformer,bus_1110,bus_1169,true
"LINESTRING (368 -101, 141 -289)",xf_1155_to_1205_2_2winding_transformer,bus_1155,bus_1205,true
"LINESTRING (540 -4107, 669 -4017)",xf_2184_to_2291_2_2winding_transformer,bus_2111,bus_2291,true
"LINESTRING (1502 -4440, 1534 -4493)",xf_2244_to_2247_2_2winding_transformer,bus_2244,bus_2247,true
"LINESTRING (985 -570, 1232 -816)",line_1105_to_1114_1_cp,bus_1105,bus_1114,false
"LINESTRING (-857 7043, -896 6940)",line_3375_to_3401_1_cp,bus_3375,bus_3401,false
"LINESTRING (2865 2748, 2982 2814)",line_1595_to_1596_1_cp,bus_1595,bus_1596,false
"LINESTRING (-2451 -1601, -2402 -1656)",xf_4104_4045_4046_4_3winding_transformer_br2,bus_4045,starbus_xf_4104_4045_4046_4,true
"LINESTRING (-757 3287, -747 2974)",line_3605_to_3610_2_cp,bus_3605,bus_3601,false
"LINESTRING (287 140, 524 -60)",line_1403_to_1425_1_cp,bus_1403,bus_1178,false
"LINESTRING (-923 2943, -951 2806)",line_3099_to_3491_1_cp,bus_3099,bus_3074,false
"LINESTRING (-1145 6756, -1160 6857)",line_3141_to_3643_1_cp,bus_3141,bus_3643,false
"LINESTRING (2133 2144, 2191 2245)",line_1392_to_1419_1_cp,bus_1392,bus_1419,false
"LINESTRING (-1611 -2026, -1560 -1923)",line_4202_to_4212_1_cp,bus_4202,bus_4212,false
"LINESTRING (-1239 4414, -1090 4415)",line_3034_to_3476_2_cp,bus_3034,bus_3476,false
"LINESTRING (48 0, 228 214)",line_1107_to_1111_2_cp,bus_1107,bus_1111,false
"LINESTRING (2034 2210, 2114 2269)",xf_1447_to_1632_1_2winding_transformer,bus_1447,bus_1632,true
"LINESTRING (567 -53, 467 -265)",line_1186_to_1466_1_cp,bus_1186,bus_1374,false
"LINESTRING (33 394, -473 449)",xf_1370_to_1369_3_2winding_transformer,bus_1234,bus_1369,true
"LINESTRING (224 -3741, 198 -3943)",xf_2109_to_2099_1_2winding_transformer,bus_2109,bus_2099,true
"LINESTRING (2049 -1463, 2186 -1475)",line_1204_to_1361_1_cp,bus_1204,bus_1361,false
"LINESTRING (42 -3609, 10 -3687)",xf_2266_to_2268_3_2winding_transformer,bus_2266,bus_2268,true
"LINESTRING (-833 5026, -570 4803)",line_3557_to_3640_2_cp,bus_3557,bus_3640,false
"LINESTRING (-1965 -3341, -1987 -3446)",xf_4252_to_4429_2_2winding_transformer,bus_4252,bus_4429,true
"LINESTRING (-3288 -1647, -3363 -1658)",line_4165_to_4223_2_cp,bus_4165,bus_4223,false
"LINESTRING (-947 6840, -896 6940)",line_3076_to_3401_1_cp,bus_3076,bus_3401,false
"LINESTRING (1080 1914, 985 1738)",line_1242_to_1364_1_cp,bus_1202,bus_1364,false
"LINESTRING (1426 -1494, 1369 -1490)",xf_1148_1073_1074_1_3winding_transformer_br2,bus_1073,starbus_xf_1148_1073_1074_1,true
"LINESTRING (745 -6429, 712 -6485)",xf_5104_to_5210_2_2winding_transformer,bus_5104,bus_5210,true
"LINESTRING (228 2866, 411 2945)",xf_3653_to_3655_1_2winding_transformer,bus_3652,bus_3655,true
"LINESTRING (199 1000, 243 911)",xf_1430_1502_1542_1_3winding_transformer_br3,bus_1542,starbus_xf_1430_1502_1542_1,true
"LINESTRING (264 -3628, 193 -3623)",line_2105_to_2177_1_cp,bus_2105,bus_2177,false
"LINESTRING (449 -4098, 464 -3836)",line_2112_to_2146_1_cp,bus_2104,bus_2146,false
"LINESTRING (-3041 -1585, -2794 -1647)",xf_4163_to_4107_4_2winding_transformer,bus_4089,bus_4107,true
"LINESTRING (641 962, 703 849)",line_1287_to_1463_1_cp,bus_1287,bus_1463,false
"LINESTRING (-742 4092, -611 4070)",line_3017_to_3636_2_cp,bus_3017,bus_3319,false
"LINESTRING (1123 -6149, 1161 -6181)",xf_5111_to_5213_1_2winding_transformer,bus_5111,bus_5213,true
"LINESTRING (467 -265, 400 -304)",xf_1374_to_1518_2_2winding_transformer,bus_1374,bus_1518,true
"LINESTRING (-457 -330, -466 -304)",line_1378_to_1381_1_cp,bus_1378,bus_1377,false
"LINESTRING (882 -668, 861 -757)",xf_1281_to_1576_2_2winding_transformer,bus_1281,bus_1576,true
"LINESTRING (710 -618, 816 -697)",line_1212_to_1309_1_cp,bus_1212,bus_1309,false
"LINESTRING (-945 3336, -885 3246)",line_3222_to_3519_2_cp,bus_3222,bus_3519,false
"LINESTRING (710 -618, 664 -701)",xf_1212_to_1499_1_2winding_transformer,bus_1212,bus_1499,true
"LINESTRING (-951 2806, -422 3036)",xf_3491_to_3490_5_2winding_transformer,bus_3074,bus_3490,true
"LINESTRING (887 -2086, 889 -1977)",line_1168_to_1497_1_cp,bus_1168,bus_1497,false
"LINESTRING (54 3191, -17 3141)",xf_3362_3364_3363_2_3winding_transformer_br2,bus_3364,starbus_xf_3362_3364_3363_2,true
"LINESTRING (-822 5732, -822 5732)",xf_3483_3558_3484_3_3winding_transformer_br1,bus_3483,starbus_xf_3483_3558_3484_3,true
"LINESTRING (834 -6302, 898 -6262)",xf_5090_5200_5201_6_3winding_transformer_br2,bus_5200,starbus_xf_5090_5200_5201_6,true
"LINESTRING (-891 3562, -685 3675)",xf_3470_to_3543_2_2winding_transformer,bus_3470,bus_3543,true
"LINESTRING (1832 1817, 1924 1854)",xf_1423_to_1623_1_2winding_transformer,bus_1423,bus_1623,true
"LINESTRING (1042 -2200, 1128 -2184)",line_1139_to_1247_1_cp,bus_1139,bus_1247,false
"LINESTRING (1007 -3430, 721 -4255)",line_2199_to_2202_2_cp,bus_2199,bus_2202,false
"LINESTRING (2833 2717, 2806 2717)",line_1601_to_1658_1_cp,bus_1601,bus_1658,false
"LINESTRING (-828 6943, -896 6940)",line_3147_to_3401_1_cp,bus_3147,bus_3401,false
"LINESTRING (-891 2956, -931 2995)",xf_3014_to_3016_1_2winding_transformer,bus_3014,bus_3016,true
"LINESTRING (1269 -521, 1359 -538)",line_1169_to_1541_2_cp,bus_1169,bus_1163,false
"LINESTRING (247 195, 311 234)",line_1230_to_1401_1_cp,bus_1230,bus_1401,false
"LINESTRING (963 -2129, 1130 -1867)",line_1106_to_1151_1_cp,bus_1106,bus_1151,false
"LINESTRING (237 -3162, 227 -3247)",xf_2162_to_2315_1_2winding_transformer,bus_2162,bus_2315,true
"LINESTRING (149 -4060, 110 -4266)",line_2280_to_2351_1_cp,bus_2280,bus_2351,false
"LINESTRING (403 -107, 329 -115)",xf_1432_to_1625_1_2winding_transformer,bus_1432,bus_1625,true
"LINESTRING (156 -160, 403 -107)",line_1429_to_1432_1_cp,bus_1428,bus_1432,false
"LINESTRING (-2794 -1647, -3039 -1644)",line_4107_to_4111_1_cp,bus_4107,bus_4111,false
"LINESTRING (-2137 -3869, -2215 -3825)",xf_4264_to_4440_1_2winding_transformer,bus_4258,bus_4440,true
"LINESTRING (2751 2808, 2877 2867)",line_1027_to_1358_1_cp,bus_1027,bus_1358,false
"LINESTRING (-2402 -3075, -2291 -2954)",line_4231_to_4275_1_cp,bus_4231,bus_4275,false
"LINESTRING (-544 2719, -479 2780)",line_3163_to_3504_2_cp,bus_3163,bus_3504,false
"LINESTRING (2426 -1595, 2398 -1573)",line_1108_to_1208_1_cp,bus_1108,bus_1208,false
"LINESTRING (-2347 -3142, -2408 -3221)",xf_4273_to_4447_2_2winding_transformer,bus_4273,bus_4447,true
"LINESTRING (-335 3514, -307 3700)",xf_3603_to_3444_1_2winding_transformer,bus_3568,bus_3444,true
"LINESTRING (-1243 6489, -1211 6608)",xf_3486_3561_3487_1_3winding_transformer_br3,bus_3487,starbus_xf_3486_3561_3487_1,true
"LINESTRING (398 -61, 528 -55)",line_1179_to_1200_3_cp,bus_1179,bus_1200,false
"LINESTRING (721 682, 787 739)",xf_1149_to_1081_2_2winding_transformer,bus_1149,bus_1081,true
"LINESTRING (459 -475, 467 -265)",line_1246_to_1340_2_cp,bus_1246,bus_1374,false
"LINESTRING (1112 -5788, 1073 -5646)",line_5118_to_5119_4_cp,bus_5118,bus_5119,false
"LINESTRING (1017 -4276, 1031 -4353)",xf_2141_to_2338_3_2winding_transformer,bus_2140,bus_2338,true
"LINESTRING (264 -3628, 241 -3841)",xf_2105_to_2214_2_2winding_transformer,bus_2105,bus_2214,true
"LINESTRING (-816 3268, -837 3342)",xf_3623_to_3647_3_2winding_transformer,bus_3623,bus_3647,true
"LINESTRING (141 -289, -219 -287)",line_1205_to_1359_1_cp,bus_1205,bus_1228,false
"LINESTRING (-1296 4156, -1330 4261)",line_3021_to_3634_1_cp,bus_3021,bus_3634,false
"LINESTRING (40 -3765, 2 -3847)",xf_2101_to_2227_3_2winding_transformer,bus_2101,bus_2227,true
"LINESTRING (-1358 5009, -1392 4828)",line_3284_to_3646_1_cp,bus_3284,bus_3157,false
"LINESTRING (-1593 3546, -1519 3506)",xf_3359_3360_3361_3_3winding_transformer_br2,bus_3360,starbus_xf_3359_3360_3361_3,true
"LINESTRING (-2633 -1576, -2988 -1353)",xf_4121_to_4369_1_2winding_transformer,bus_4106,bus_4369,true
"LINESTRING (-1272 2398, -1147 2506)",line_3123_to_3633_1_cp,bus_3123,bus_3633,false
"LINESTRING (1986 1943, 2144 1943)",xf_1402_to_1613_1_2winding_transformer,bus_1402,bus_1613,true
"LINESTRING (955 -3011, 997 -3037)",xf_2107_to_2004_2_2winding_transformer,bus_2107,bus_2004,true
"LINESTRING (867 -1329, 894 -1382)",xf_1206_to_1517_2_2winding_transformer,bus_1206,bus_1517,true
"LINESTRING (-1895 6824, -1736 6747)",line_3094_to_3516_1_cp,bus_3094,bus_3516,false
"LINESTRING (1689 -5561, 1692 -5528)",line_5062_to_5064_1_cp,bus_5062,bus_5064,false
"LINESTRING (-1830 -2105, -1853 -2061)",xf_4324_to_4481_1_2winding_transformer,bus_4324,bus_4481,true
"LINESTRING (-685 3675, -906 4002)",line_3543_to_3547_1_cp,bus_3543,bus_3547,false
"LINESTRING (-976 3255, -1046 3295)",xf_3192_to_3193_2_2winding_transformer,bus_3192,bus_3193,true
"LINESTRING (-1345 4055, -1425 4091)",line_3010_to_3174_1_cp,bus_3010,bus_3174,false
"LINESTRING (764 27, 875 144)",xf_1117_to_1174_1_2winding_transformer_merged_with_line_1174_to_1491_1_cp,bus_1117,bus_1252,true
"LINESTRING (-2396 -2385, -2644 -2675)",line_4236_to_4237_1_cp,bus_4236,bus_4038,false
"LINESTRING (237 -3162, 238 -3228)",xf_2162_to_2271_2_2winding_transformer,bus_2162,bus_2271,true
"LINESTRING (582 839, 450 985)",line_1196_to_1241_1_cp,bus_1196,bus_1241,false
"LINESTRING (740 -1889, 740 -1889)",xf_2191_2025_2026_2_3winding_transformer_br1,bus_2191,starbus_xf_2191_2025_2026_2,true
"LINESTRING (-2306 -3822, -2249 -3731)",xf_4254_4377_4432_1_3winding_transformer_br3,bus_4432,starbus_xf_4254_4377_4432_1,true
"LINESTRING (-976 3255, -757 3287)",xf_3192_to_3605_1_2winding_transformer,bus_3192,bus_3605,true
"LINESTRING (-906 4002, -992 4175)",line_3547_to_3606_1_cp,bus_3547,bus_3606,false
"LINESTRING (2049 -1463, 2279 -1561)",line_1204_to_1293_2_cp,bus_1204,bus_1293,false
"LINESTRING (1264 1484, 1318 1531)",line_1356_to_1464_1_cp,bus_1356,bus_1464,false
"LINESTRING (449 -4098, 490 -4179)",xf_2112_to_2300_2_2winding_transformer,bus_2104,bus_2300,true
"LINESTRING (-472 4285, -446 4346)",xf_3237_to_3239_2_2winding_transformer,bus_3237,bus_3239,true
"LINESTRING (-1281 6365, -1099 6377)",line_3246_to_3259_1_cp,bus_3245,bus_3259,false
"LINESTRING (-2700 -678, -2759 -629)",xf_4198_to_4375_1_2winding_transformer,bus_4198,bus_4375,true
"LINESTRING (1958 2291, 2018 2379)",xf_1164_to_1535_2_2winding_transformer,bus_1164,bus_1535,true
"LINESTRING (149 -3261, -82 -3150)",line_2203_to_2209_1_cp,bus_2203,bus_2209,false
"LINESTRING (-553 3019, -551 3089)",xf_3048_to_3049_2_2winding_transformer,bus_3048,bus_3049,true
"LINESTRING (-2127 -4027, -2167 -3907)",line_4260_to_4265_1_cp,bus_4260,bus_4265,false
"LINESTRING (-1012 3485, -944 3422)",line_3205_to_3496_1_cp,bus_3205,bus_3496,false
"LINESTRING (1491 2184, 1063 2437)",line_1095_to_1109_1_cp,bus_1011,bus_1109,false
"LINESTRING (-1552 2808, -1400 2824)",xf_3212_to_3465_2_2winding_transformer_merged_with_line_3212_to_3255_1_cp,bus_3465,bus_3253,true
"LINESTRING (912 -715, 1136 -1159)",line_1119_to_1158_2_cp,bus_1119,bus_1158,false
"LINESTRING (-898 -2745, -926 -2803)",xf_4220_to_4077_9_2winding_transformer,bus_4220,bus_4077,true
"LINESTRING (-955 -2336, -707 -2550)",line_4138_to_4151_1_cp,bus_4138,bus_4101,false
"LINESTRING (1751 -1387, 2049 -1463)",xf_1154_to_1204_2_2winding_transformer,bus_1154,bus_1204,true
"LINESTRING (1977 -1315, 2113 -1416)",line_1165_to_1492_1_cp,bus_1255,bus_1306,false
"LINESTRING (732 -450, 1044 -449)",xf_1440_to_1575_3_2winding_transformer,bus_1189,bus_1575,true
"LINESTRING (1329 4401, 1432 4487)",line_3539_to_3540_2_cp,bus_3539,bus_3540,false
